timestamp,datetime,person
1.984128713607788,2025-04-09 22:13:03,0
2.4851977825164795,2025-04-09 22:13:04,0
2.8147976398468018,2025-04-09 22:13:04,1
3.105872869491577,2025-04-09 22:13:04,1
3.4055397510528564,2025-04-09 22:13:05,1
3.7256948947906494,2025-04-09 22:13:05,1
4.001824617385864,2025-04-09 22:13:05,1
4.318092584609985,2025-04-09 22:13:06,1
4.611052751541138,2025-04-09 22:13:06,1
4.889534950256348,2025-04-09 22:13:06,1
5.180639982223511,2025-04-09 22:13:06,1
5.472579717636108,2025-04-09 22:13:07,1
5.766546726226807,2025-04-09 22:13:07,1
6.081654787063599,2025-04-09 22:13:07,1
6.3823769092559814,2025-04-09 22:13:08,1
6.728524684906006,2025-04-09 22:13:08,1
7.024437665939331,2025-04-09 22:13:08,1
7.3186728954315186,2025-04-09 22:13:09,1
7.601341962814331,2025-04-09 22:13:09,1
7.898249864578247,2025-04-09 22:13:09,1
8.210706949234009,2025-04-09 22:13:09,1
